POLY_NO,CUST_ID,CUST_ROLE,GOOD_CLSF_CDNM,CNTT_YM,CLLT_FP_PRNO,REAL_PAYM_TERM,SALE_CHNL_CODE,CNTT_STAT_CODE,EXPR_YM,PAYM_CYCL_CODE,MAIN_INSR_AMT,SUM_ORIG_PREM,MNTH_INCM_AMT
358,1048,1,일반종신,200307,24614,20,1,B,999912,1,50000000,85600,158000
359,11219,0,일반종신,200307,25099,15,1,B,999912,1,60000000,153800,400000
360,7317,1,보장,200307,28405,10,1,B,203007,1,30000000,42000,100000
361,1084,1,일반연금,200307,1399,5,1,B,202407,1,30000000,500500,500000
362,20182,1,일반연금,200307,25283,5,1,B,999912,1,15000000,255155,350000
363,15043,5,변액종신,200307,24304,20,1,B,999912,1,49000000,108200,300000
364,12679,1,일반연금,200307,6218,5,2,B,999912,1,6000000,100100,300000
365,7502,1,변액종신,200307,31135,10,1,B,999912,1,50000000,95900,200000
366,131,1,일반종신,200307,22660,15,1,B,999912,1,70000000,170900,250000
367,2895,2,일반종신,200307,757,20,1,E,999912,1,50000000,169950,150000
368,10526,1,일반종신,200307,25520,15,1,1,999912,1,50000000,227300,200000
369,6893,2,일반종신,200307,22807,20,1,E,999912,1,70000000,121900,0
370,2959,2,암,200307,5627,10,4,L,204407,1,8000000,14960,0
371,16264,1,보장,200307,4391,10,1,B,203207,1,30000000,43800,0
372,3165,1,일반저축,200307,27220,3,1,A,200607,1,18000000,500000,300000
373,14655,1,보장,200307,679,5,1,B,202307,1,10000000,27500,200000
374,20812,2,변액종신,200307,25724,20,1,B,999912,1,25000000,82940,150000
375,10201,2,보장,200307,6120,10,1,J,202307,1,15000000,18650,0
376,14119,0,어린이,200307,28393,10,1,B,201707,1,30000000,38500,1000000
377,7502,0,어린이,200307,31135,10,1,B,201607,1,30000000,43700,200000
378,18853,0,어린이,200307,3740,10,4,2,202507,1,40000000,25800,0
379,11225,1,변액종신,200307,28858,20,1,B,999912,1,50000000,127600,150000
380,10525,2,변액종신,200307,25018,15,1,1,999912,1,25000000,55570,300000
381,18733,0,일반종신,200307,1111,20,1,B,999912,1,100000000,173500,0
382,11352,5,일반종신,200307,6227,20,1,1,999912,1,50000000,114800,500000
383,18092,0,어린이,200307,21184,5,1,2,201807,1,30000000,52500,200000
384,18092,0,어린이,200307,21184,5,1,2,202007,1,30000000,46700,200000
385,15695,1,일반연금,200307,5704,5,1,B,999912,1,18000000,300300,200000
386,3497,2,보장,200307,2226,15,4,L,206207,1,8000000,11960,0
387,3904,2,어린이,200307,6239,10,1,2,202707,1,30000000,22500,250000
388,6875,1,일반연금,200307,3558,0,1,B,202607,0,10000000,10000000,200000
389,3547,1,일반종신,200307,21187,20,1,B,999912,0,21271004,4237315,200000
390,11513,1,보장,200307,3036,10,1,2,203307,6,30000000,675300,800000
391,12785,1,일반종신,200307,23070,10,1,B,999912,1,50000000,121800,100000
392,18393,0,일반연금,200307,24057,5,1,J,202207,1,15000000,250250,0
393,517,1,변액연금,200307,536,5,1,E,999912,1,30000000,500500,1000000
394,3497,2,암,200307,2226,15,4,L,206207,1,16000000,12320,0
395,15051,2,어린이,200307,29787,7,1,B,202607,1,30000000,24500,200000
396,15624,1,보장,200307,4059,10,4,B,202307,1,10000000,14500,0
397,20192,1,일반종신,200307,21277,20,1,B,999912,1,100000000,217460,0
398,21206,1,일반종신,200307,6236,20,1,J,999912,1,50000000,118450,200000
399,3908,1,변액종신,200307,24649,15,1,1,999912,1,100000000,138300,200000
400,17147,1,일반연금,200307,4105,10,1,I,202907,1,25200000,227354,200000
401,10048,1,일반저축,200307,5086,5,1,B,205807,1,61200000,1021020,200000
402,12784,1,일반종신,200307,6127,20,2,1,999912,1,70000000,166220,180000
403,19082,1,보장,200307,26047,15,1,B,204807,1,15000000,17300,200000
404,14285,2,보장,200307,5139,15,1,B,204007,1,30000000,49100,300000
405,3903,2,보장,200307,20797,20,1,1,206407,1,30000000,32800,200000
406,20715,2,보장,200307,5643,10,4,2,204007,1,8000000,32240,0
407,20715,2,암,200307,5643,10,4,2,204007,1,8000000,28720,0
408,7569,1,어린이,200307,5134,5,1,J,202707,1,20000000,51200,200000
409,2383,0,일반연금,200307,26245,10,1,2,999912,1,14400000,162600,200000
410,13503,1,일반종신,200307,4769,15,1,B,999912,1,50000000,133000,100000
411,16466,2,변액종신,200307,23058,30,1,1,999912,1,60000000,128120,250000
412,2520,2,일반연금,200307,25733,15,1,1,999912,1,12000000,116408,150000
413,1663,2,일반종신,200307,24759,5,1,2,999912,1,35000000,153920,20000
414,6133,2,변액종신,200307,3370,10,1,2,999912,1,108000000,159080,500000
415,18887,2,일반종신,200307,5948,33,1,B,999912,1,100000000,124400,200000
416,21409,2,일반종신,200307,4611,10,1,4,999912,1,100000000,122900,100000
417,19493,0,변액종신,200307,24666,20,1,J,999912,1,50000000,117300,300000
418,11235,0,어린이,200307,26560,5,1,L,201907,1,30000000,38900,200000
419,5276,1,일반종신,200307,6165,20,1,B,999912,1,40000000,112930,200000
420,2520,5,일반연금,200307,25733,13,1,2,999912,1,15600000,169106,150000
421,10528,2,어린이,200307,5848,10,1,B,201607,1,45000000,54000,300000
422,3782,1,보장,200307,5885,15,1,1,204307,1,30000000,73800,200000
423,8330,2,어린이,200307,4551,10,1,B,201407,1,27000000,57810,200000
424,6164,21,어린이,200307,23208,5,1,2,202707,1,32000000,63640,300000
425,13650,0,보장,200307,21940,10,1,2,202307,1,30000000,34000,120000
426,11235,3,어린이,200307,26560,5,1,E,201907,1,30000000,38900,200000
427,3578,2,보장,200307,2550,10,1,B,205707,1,15000000,33200,300000
428,10527,0,어린이,200307,4178,5,1,2,201907,1,30000000,39200,180000
429,534,1,일반저축,200307,5912,5,1,B,201007,1,18000000,300000,200000
430,11286,1,일반연금,200307,1243,5,1,B,999912,1,9000000,150150,300000
431,302,1,일반연금,200307,26749,5,1,E,201507,1,18000000,300300,200000
432,2244,0,어린이,200307,26610,5,1,B,201807,1,30000000,42600,300000
433,2244,0,어린이,200307,26610,5,1,B,202407,1,30000000,28900,300000
434,17282,2,어린이,200307,1659,5,1,2,202707,1,45000000,57150,200000
435,12052,0,일반종신,200307,20928,20,1,1,999912,1,100000000,238100,200000
436,12052,1,일반종신,200307,20928,20,1,1,999912,1,100000000,158000,200000
437,15736,1,보장,200307,27261,15,1,1,204107,1,30000000,78800,200000
438,21137,0,일반종신,200307,6200,15,1,1,999912,1,50000000,139900,200000
439,10529,1,보장,200307,6123,5,4,2,204907,1,8000000,29160,0
440,21069,1,일반연금,200307,6224,5,1,B,999912,1,18000000,300300,200000
441,18068,0,일반저축,200307,3756,7,1,2,203807,1,94920000,1130000,300000
442,3910,2,일반종신,200307,24346,20,1,I,999912,1,70000000,185800,250000
443,15052,1,일반종신,200307,30120,20,1,I,999912,1,70000000,147020,200000
444,15052,0,어린이,200307,30120,5,1,2,202507,1,30000000,32400,200000
445,12161,1,일반종신,200307,22409,20,1,B,999912,0,100000000,21098900,200000
446,7636,0,일반종신,200307,4921,20,1,B,999912,1,80000000,111300,200000
447,19368,2,어린이,200307,23867,5,1,2,202107,1,30000000,44800,200000
448,12076,1,일반연금,200307,6277,10,1,2,999912,1,12000000,102300,400000
449,4848,1,보장,200307,5649,10,4,L,203107,1,8000000,35920,0
450,7649,0,어린이,200307,6301,5,1,J,201907,1,30000000,49500,200000
451,3106,1,일반종신,200307,6292,20,1,4,999912,1,50000000,104900,300000
452,11989,1,일반종신,200307,6278,20,1,1,999912,1,50000000,147320,0
453,21808,2,어린이,200307,3513,5,1,2,202607,1,30000000,32100,300000
454,13510,1,일반종신,200307,6251,15,1,B,999912,1,70000000,141240,150000
455,674,5,일반종신,200307,6266,20,1,B,999912,1,50000000,105750,200000
456,9365,1,일반연금,200307,31201,5,1,B,202207,1,12000000,200200,250000
457,90,0,일반연금,200307,3853,5,1,B,999912,1,15000000,250250,0
458,674,5,어린이,200307,6266,10,1,B,202107,1,20000000,24500,200000
459,8356,1,보장,200307,27201,10,1,B,206407,1,30000000,49600,150000
460,8988,1,일반연금,200307,29987,7,1,B,202907,1,33600000,400800,200000
461,15052,0,일반종신,200307,30120,20,1,1,999912,1,70000000,202800,200000
462,9625,0,일반종신,200307,22088,20,1,J,999912,1,50000000,148500,150000
463,10014,2,일반종신,200307,6250,20,1,1,999912,1,80000000,196020,250000
464,17281,1,보장,200307,3893,10,1,B,206407,1,30000000,49600,100000
465,680,1,일반종신,200307,2248,20,1,4,999912,1,42000000,119340,400000
466,17117,0,일반연금,200307,6283,5,2,B,202407,1,30000000,500500,1000000
467,2546,1,암,200307,5382,20,4,1,203007,1,8000000,27800,0
468,16707,0,암,200307,5633,20,4,J,203407,1,8000000,14800,0
469,12723,1,일반종신,200307,2819,20,1,1,999912,1,100000000,123460,150000
470,10428,0,어린이,200307,21131,10,1,2,202507,1,60000000,38400,200000
471,10428,1,어린이,200307,21131,10,1,2,202707,1,40000000,41600,200000
472,734,1,변액종신,200307,2102,20,1,J,999912,1,100000000,221800,500000
473,12161,5,일반종신,200307,22409,20,1,J,999912,1,85000000,237100,500000
474,12309,0,암,200307,4062,20,4,L,203307,1,8000000,15520,0
475,12309,0,보장,200307,4062,20,4,L,203307,1,8000000,26680,0
476,15049,1,일반종신,200307,1804,20,1,1,999912,1,51000000,148210,130000
477,16168,0,일반종신,200307,5947,20,1,B,999912,1,100000000,121300,250000
478,11784,1,보장,200307,5562,15,1,1,204207,1,30000000,76200,300000
479,5713,1,암,200307,182,10,4,B,206007,1,8000000,9960,0
480,3912,1,일반종신,200307,5964,20,1,B,999912,1,50000000,70400,100000
481,14496,1,암,200307,4043,10,4,L,205607,1,16000000,20000,0
482,15994,0,변액종신,200307,22072,20,1,J,999912,1,35000000,180890,200000
483,21793,2,어린이,200307,3461,7,1,2,201807,1,30000000,33900,300000
484,14088,0,일반종신,200307,663,20,1,B,999912,1,50000000,86900,250000
485,4551,0,일반종신,200307,5324,20,1,B,999912,1,50000000,129400,300000
486,14088,0,어린이,200307,663,5,1,L,201507,1,30000000,56300,250000
487,9272,1,일반연금,200307,24818,10,2,B,202307,1,12000000,100000,350000
488,17256,2,일반종신,200307,5912,20,1,1,999912,1,100000000,96700,300000
489,7579,0,보장,200307,30764,10,1,B,202307,1,12500000,22450,300000
490,14088,0,어린이,200307,663,5,1,B,201507,1,30000000,56300,250000
491,16707,1,암,200307,5633,10,4,J,205507,1,8000000,10320,0
492,7077,0,보장,200308,20485,10,1,2,205508,1,30000000,64900,200000
493,3910,2,일반종신,200307,24346,20,1,1,999912,1,70000000,138200,300000
494,10531,1,암,200307,6121,10,4,L,205407,1,16000000,32400,0
495,840,1,일반종신,200307,24688,20,1,1,999912,1,50000000,101300,100000
496,89,1,암,200307,3715,10,4,2,202807,1,8000000,27640,0
497,60,1,일반종신,200307,29592,20,1,B,999912,1,50000000,155150,200000
498,18107,2,일반연금,200307,6066,5,1,B,999912,1,12000000,200200,300000
499,2959,2,암,200307,5627,10,4,J,204407,1,8000000,14960,0
500,14615,1,변액종신,200307,23197,15,1,B,999912,1,100000000,145000,100000
501,3293,0,어린이,200307,37,5,1,2,202707,1,30000000,38100,200000
502,20161,0,보장,200307,23513,10,1,B,202307,1,20000000,33300,300000
503,3178,0,어린이,200307,22300,10,1,B,201807,1,30000000,34400,0
504,2814,1,일반저축,200307,4229,5,1,B,200807,1,6000000,100000,200000
505,11909,1,일반종신,200307,5722,10,1,B,999912,1,40000000,90000,250000
506,1620,1,암,200307,3593,15,4,B,206207,1,16000000,13320,0
507,14092,1,보장,200307,22324,15,1,1,204407,1,30000000,95440,0
508,6815,1,일반저축,200307,29084,7,1,B,201007,1,1680000,100000,200000
509,11506,2,변액종신,200307,21899,20,1,B,999912,1,50000000,228040,0
510,12101,2,일반연금,200307,20622,5,1,B,202607,1,12000000,200200,300000
511,500,0,보장,200307,2190,10,2,B,206607,1,30000000,53800,300000
512,3382,1,일반종신,200307,6311,20,1,B,999912,1,100000000,131600,0
513,8357,2,어린이,200307,5672,5,1,B,202207,1,18300000,26055,200000
514,6163,0,어린이,200307,6317,5,1,2,201807,1,30000000,39900,200000
515,6163,0,어린이,200307,6317,5,1,9,201507,1,30000000,56000,200000
516,6163,0,보장,200307,6317,10,1,2,204907,1,30000000,69300,0
517,3497,2,보장,200307,2226,15,4,L,206207,1,8000000,11960,0
518,3497,2,암,200307,2226,15,4,L,206207,1,16000000,12320,0
519,6017,1,일반종신,200307,5951,20,1,1,999912,1,35000000,154650,300000
520,6017,0,어린이,200307,5951,7,1,A,201507,1,30000000,57300,300000
521,11321,1,보장,200307,5647,15,4,B,205407,1,8000000,14660,0
522,11321,1,암,200307,5647,10,4,B,205407,1,8000000,12320,0
523,21806,2,일반종신,200307,6315,20,1,B,999912,1,50000000,125950,500000
524,7818,1,어린이,200307,2603,10,1,B,202707,1,40000000,41600,200000
525,8351,2,어린이,200307,5883,10,1,2,201707,1,30000000,31600,200000
526,3752,2,일반연금,200307,21715,7,1,B,999912,1,17640000,252003,200000
527,17284,1,보장,200307,5175,10,1,2,204607,1,30000000,64800,300000
528,20273,0,어린이,200307,20655,5,1,A,201407,1,30000000,73000,200000
529,972,1,일반종신,200308,6276,20,1,B,999912,0,20000000,5418420,100000
530,19564,1,암,200307,5621,15,4,J,204507,1,8000000,15060,0
531,19564,1,보장,200307,5621,15,4,J,204507,1,8000000,15740,0
532,19564,1,보장,200307,5621,10,4,J,202307,1,10000000,14500,0
533,19564,0,보장,200307,5621,10,4,J,202307,1,10000000,25800,0
534,19564,0,암,200307,5621,15,4,J,204107,1,8000000,25440,0
535,19564,0,보장,200307,5621,15,4,J,204107,1,8000000,27040,0
536,5704,1,일반연금,200307,5145,5,1,2,999912,1,9000000,150000,150000
537,15052,1,보장,200307,30120,10,1,2,204807,1,30000000,80800,180000
538,14593,2,보장,200307,5471,10,1,2,206007,1,30000000,55800,300000
539,10049,0,일반종신,200307,2998,20,1,B,999912,1,40000000,132530,3000000
540,16574,1,일반저축,200307,2863,7,1,A,201007,1,16800000,200000,200000
541,2240,1,보장,200307,24197,15,1,B,201907,1,15000000,23200,200000
542,666,2,일반종신,200307,27658,15,1,1,999912,1,20000000,93740,200000
543,5776,2,보장,200307,21993,10,1,B,205307,1,15000000,39620,300000
544,21179,1,일반연금,200307,937,20,1,B,999912,1,18000000,150450,250000
545,4953,0,일반종신,200307,3406,20,1,1,999912,1,60000000,114850,300000
546,16169,0,일반종신,200307,24214,20,1,1,999912,1,50000000,195050,300000
547,19480,1,변액종신,200307,26198,20,1,1,999912,1,50000000,121100,180000
548,19028,1,일반종신,200307,28060,15,1,B,999912,1,50000000,89200,120000
549,17286,2,어린이,200307,4248,10,1,2,202707,1,45000000,33750,300000
550,18393,0,일반연금,200307,24057,5,1,B,203307,1,15000000,250250,200000
551,12309,0,보장,200307,4062,10,4,L,202307,1,10000000,23700,0
552,16002,1,보장,200307,29649,20,1,1,203407,1,15000000,39900,0
553,17287,1,일반종신,200307,30648,10,1,2,999912,0,36000000,7120350,100000
554,18390,0,보장,200308,25656,10,1,B,205608,1,15000000,43150,200000
555,8972,1,일반종신,200307,27728,15,1,1,999912,1,50000000,165650,200000
556,1651,2,어린이,200307,27135,10,1,B,201707,1,30000000,38500,100000
557,12161,5,일반종신,200307,22409,20,1,B,999912,0,85000000,30942440,0
558,3259,2,보장,200307,21471,15,1,B,204307,1,30000000,49000,200000
559,7569,1,어린이,200307,5134,5,1,2,202707,1,20000000,51200,0
560,870,1,보장,200307,3253,5,1,2,202307,1,10000000,35050,150000
561,15054,1,보장,200307,6186,20,1,1,204207,1,30000000,66500,250000
562,3174,1,일반연금,200308,22230,5,2,B,999912,1,75000000,1251250,200000
563,18184,1,일반종신,200307,25791,20,1,B,999912,1,70000000,263700,100000
564,13471,0,보장,200307,5881,10,1,B,205807,1,15000000,43150,400000
565,18263,0,일반연금,200307,20508,5,1,B,203007,1,15000000,250250,120000
566,18390,1,일반종신,200307,25656,20,1,1,999912,1,45000000,110840,300000
567,236,1,일반연금,200307,5224,5,1,B,999912,1,27000000,481081,200000
568,12777,1,일반종신,200307,5998,20,1,L,999912,1,20000000,99300,250000
569,5252,0,변액종신,200307,4108,20,1,1,999912,1,80000000,123340,100000
570,18984,1,일반종신,200307,27651,20,1,B,999912,0,6857521,1480165,150000
571,5249,1,일반종신,200307,5831,20,1,B,999912,1,40000000,79980,300000
572,7170,0,일반저축,200307,25877,3,1,A,200607,1,21600000,600000,300000
573,792,2,일반종신,200307,6141,20,2,1,999912,1,40000000,84960,400000
574,5198,1,변액종신,200307,20649,20,1,1,999912,1,50000000,104000,150000
575,12777,1,일반종신,200307,5998,20,1,B,999912,1,20000000,99300,250000
576,631,0,일반종신,200307,3833,10,1,J,999912,1,50000000,274440,500000
577,4917,1,일반종신,200307,3203,20,1,1,999912,1,50000000,127300,200000
578,117,1,일반연금,200307,23587,5,1,B,999912,1,9600000,176476,300000
579,15646,1,보장,200307,5288,15,1,B,204107,1,30000000,78800,150000
580,16454,0,어린이,200307,6281,7,1,J,201407,1,30000000,59050,200000
581,10202,2,보장,200307,1379,15,1,B,206607,1,15000000,19900,250000
582,631,1,일반종신,200307,3833,10,1,B,999912,1,50000000,186520,500000
583,3497,2,보장,200307,2226,15,4,1,206207,1,8000000,11960,0
584,5271,1,일반연금,200307,4009,10,2,J,999912,1,24000000,200000,500000
585,4912,0,일반저축,200307,6325,5,1,B,206107,1,30000000,562762,200000
586,4710,0,일반연금,200308,28701,5,1,B,999912,1,36600000,610610,700000
587,18523,0,보장,200307,4288,15,1,B,202707,1,30000000,53400,0
588,17126,1,보장,200307,3948,15,1,C,202807,1,7500000,68100,120000
589,17126,0,보장,200307,3948,15,1,1,203607,1,7500000,27000,120000
590,20218,0,암,200307,188,10,4,L,206107,1,16000000,19540,0
591,5074,0,보장,200307,25688,15,1,B,202507,1,30000000,56000,300000
592,1669,1,보장,200308,25035,15,1,1,206108,1,30000000,44800,300000
593,14926,1,보장,200307,4147,10,1,B,203107,1,30000000,64300,200000
594,15994,0,변액종신,200307,22072,20,1,1,999912,1,35000000,180450,200000
595,1670,2,어린이,200307,3742,10,4,B,201707,1,20000000,18800,0
596,17283,2,어린이,200308,6098,5,1,B,202108,1,30000000,36100,300000
597,15764,1,일반종신,200307,6063,20,1,B,999912,1,70000000,203710,200000
598,15055,2,어린이,200308,6290,7,1,B,201408,1,30000000,55300,0
599,5986,2,어린이,200307,5371,5,1,I,202207,1,15000000,15750,200000
600,10077,1,일반종신,200307,28770,20,1,1,999912,1,55000000,76550,150000
601,12101,2,일반저축,200307,20622,3,1,B,201007,1,3600000,100000,300000
602,9686,0,일반종신,200307,5122,20,1,1,999912,1,100000000,239070,300000
603,18075,1,변액종신,200307,23966,15,1,B,999912,1,50000000,121050,0
604,4954,0,일반종신,200307,5484,15,1,B,999912,1,70000000,89350,300000
605,5594,1,일반연금,200307,6089,5,1,E,999912,1,15000000,250250,250000
606,11193,1,일반연금,200307,6326,5,1,B,999912,1,6000000,100100,300000
607,4977,2,일반연금,200308,25658,5,1,B,999912,1,61200000,1021020,500000
608,133,2,일반종신,200307,23929,20,1,E,999912,1,90000000,189390,300000
609,734,1,변액종신,200308,2102,20,1,I,999912,1,100000000,221800,500000
610,9062,1,보장,200307,6314,10,1,4,203007,1,30000000,43800,200000
611,19571,2,어린이,200307,5008,10,1,2,202307,1,33000000,22350,300000
612,10434,1,일반연금,200307,4328,20,1,B,205407,1,18000000,160380,200000
613,7083,0,일반종신,200307,22071,15,1,B,999912,1,100000000,223800,300000
614,364,2,일반종신,200307,5461,20,1,B,999912,1,50000000,211050,150000
615,1430,2,어린이,200307,5434,5,1,B,201707,1,15000000,22350,150000
